,pickup_dt,borough,pickups,spd,vsb,temp,dewp,slp,pcp01,pcp06,pcp24,sd,hday
1406,2015-01-09 22:00:00,Bronx,47,8.0,10.0,31.0,9.0,1017.6,0.0,0.0555,0.0555,0.0,N
1412,2015-01-09 23:00:00,Bronx,36,5.0,10.0,31.0,10.0,1018.5,0.0,0.053,0.0555,0.0,N
1418,2015-01-10 00:00:00,Bronx,35,8.0,10.0,30.0,8.0,1019.6,0.0,0.025,0.0555,0.0,N
1425,2015-01-10 01:00:00,Bronx,28,11.0,10.0,29.0,9.0,1020.7,0.0,0.0,0.0555,0.0,N
1432,2015-01-10 02:00:00,Bronx,28,17.0,10.0,27.0,5.0,1021.3,0.0,0.0,0.0555,0.0,N
1439,2015-01-10 03:00:00,Bronx,12,12.0,10.0,26.0,2.0,1022.0,0.0,0.0,0.0555,0.0,N
1446,2015-01-10 04:00:00,Bronx,14,7.0,10.0,25.0,1.0,1022.4,0.0,0.0,0.0555,0.0,N
1452,2015-01-10 05:00:00,Bronx,16,11.0,10.0,23.0,1.0,1022.9,0.0,0.0,0.07,0.0,N
1458,2015-01-10 06:00:00,Bronx,16,9.0,10.0,23.0,0.0,1023.7,0.0,0.0,0.0555,0.0416666666666667,N
1464,2015-01-10 07:00:00,Bronx,13,8.0,10.0,22.0,1.0,1024.6,0.0,0.0,0.0555,0.0833333333333333,N
1470,2015-01-10 08:00:00,Bronx,23,5.0,10.0,20.0,1.0,1025.6,0.0,0.0,0.053,0.125,N
1477,2015-01-10 09:00:00,Bronx,20,9.0,10.0,20.0,0.0,1026.0,0.0,0.0,0.025,0.166666666666667,N
1484,2015-01-10 10:00:00,Bronx,27,8.0,10.0,19.0,1.0,1026.5,0.0,0.0,0.0,0.208333333333333,N
1490,2015-01-10 11:00:00,Bronx,22,10.0,10.0,18.0,0.0,1027.7,0.0,0.0,0.0,0.25,N
1496,2015-01-10 12:00:00,Bronx,36,9.0,10.0,17.0,-1.0,1028.7,0.0,0.0,0.07,0.291666666666667,N
1503,2015-01-10 13:00:00,Bronx,32,11.0,10.0,16.0,-2.0,1029.9,0.0,0.0,0.0,0.333333333333333,N
1510,2015-01-10 14:00:00,Bronx,25,6.0,10.0,16.0,-2.0,1031.5,0.0,0.0,0.0,0.375,N
1516,2015-01-10 15:00:00,Bronx,38,8.0,10.0,17.0,-3.0,1032.1,0.0,0.0,0.0,0.416666666666667,N
1522,2015-01-10 16:00:00,Bronx,42,9.0,10.0,18.0,-4.0,1032.4,0.0,0.0,0.0,0.458333333333333,N
1529,2015-01-10 17:00:00,Bronx,45,9.0,10.0,19.0,-4.0,1031.7,0.0,0.0,0.0,0.5,N
1536,2015-01-10 18:00:00,Bronx,46,10.0,10.0,20.0,-3.0,1031.4,0.0,0.0,0.0,0.541666666666667,N
1543,2015-01-10 19:00:00,Bronx,45,7.0,10.0,22.0,-1.0,1030.9,0.0,0.0,0.0,0.583333333333333,N
1550,2015-01-10 20:00:00,Bronx,47,3.0,10.0,23.0,-1.0,1031.5,0.0,0.0,0.0,0.625,N
1556,2015-01-10 21:00:00,Bronx,58,6.0,10.0,23.0,-2.0,1031.6,0.0,0.0,0.0,0.666666666666667,N
1563,2015-01-10 22:00:00,Bronx,62,8.0,10.0,22.0,-2.0,1031.7,0.0,0.0,0.0,0.708333333333333,N
1570,2015-01-10 23:00:00,Bronx,63,7.0,10.0,21.0,-2.0,1032.6,0.0,0.0,0.0,0.75,N
1577,2015-01-11 00:00:00,Bronx,59,6.0,10.0,20.0,-1.0,1032.7,0.0,0.0,0.0,0.791666666666667,N
1584,2015-01-11 01:00:00,Bronx,49,10.0,10.0,20.0,-2.0,1033.4,0.0,0.0,0.0,0.833333333333333,N
1591,2015-01-11 02:00:00,Bronx,34,8.0,10.0,20.0,-1.0,1034.6,0.0,0.0,0.0,0.875,N
1598,2015-01-11 03:00:00,Bronx,20,7.0,10.0,19.0,0.0,1035.4,0.0,0.0,0.0,0.916666666666667,N
1605,2015-01-11 04:00:00,Bronx,25,8.0,10.0,19.0,-1.0,1035.6,0.0,0.0,0.0,0.958333333333333,N
1611,2015-01-11 05:00:00,Bronx,8,9.0,10.0,19.0,-1.0,1035.4,0.0,0.0,0.0,1.0,N
1617,2015-01-11 06:00:00,Bronx,13,6.0,10.0,18.0,-1.0,1035.5,0.0,0.0,0.0,1.0,N
1624,2015-01-11 07:00:00,Bronx,17,3.0,10.0,19.0,-1.0,1036.0,0.0,0.0,0.0,1.0,N
1630,2015-01-11 08:00:00,Bronx,15,6.0,10.0,20.0,0.0,1036.6,0.0,0.0,0.0,1.0,N
1636,2015-01-11 09:00:00,Bronx,19,8.0,10.0,20.0,-1.0,1036.4,0.0,0.0,0.0,1.0,N
1643,2015-01-11 10:00:00,Bronx,19,5.0,10.0,20.0,-1.0,1036.7,0.0,0.0,0.0,1.0,N
1650,2015-01-11 11:00:00,Bronx,22,6.0,10.0,21.0,-1.0,1037.3,0.0,0.0,0.0,1.0,N
1657,2015-01-11 12:00:00,Bronx,21,5.0,10.0,22.0,-1.0,1037.7,0.0,0.0,0.0,1.0,N
1663,2015-01-11 13:00:00,Bronx,33,3.0,10.0,22.0,-1.0,1037.8,0.0,0.0,0.0,1.0,N
1670,2015-01-11 14:00:00,Bronx,37,0.0,10.0,24.0,0.0,1038.6,0.0,0.0,0.0,1.0,N
1677,2015-01-11 15:00:00,Bronx,33,5.0,10.0,27.0,1.0,1038.7,0.0,0.0,0.0,1.0,N
1683,2015-01-11 16:00:00,Bronx,37,7.0,10.0,28.0,4.0,1038.0,0.0,0.0,0.0,1.0,N
1690,2015-01-11 17:00:00,Bronx,46,6.0,10.0,30.0,6.0,1036.7,0.0,0.0,0.0,1.0,N
1697,2015-01-11 18:00:00,Bronx,39,6.0,10.0,31.0,9.0,1035.4,0.0,0.0,0.0,1.0,N
1703,2015-01-11 19:00:00,Bronx,40,6.0,10.0,33.0,10.0,1034.7,0.0,0.0,0.0,1.0,N
1709,2015-01-11 20:00:00,Bronx,43,9.0,10.0,36.0,10.0,1034.3,0.0,0.0,0.0,1.0,N
1716,2015-01-11 21:00:00,Bronx,28,3.0,10.0,37.0,11.0,1034.0,0.0,0.0,0.0,1.0,N
1722,2015-01-11 22:00:00,Bronx,29,11.0,10.0,37.0,11.0,1033.7,0.0,0.0,0.0,1.0,N
1729,2015-01-11 23:00:00,Bronx,21,6.0,10.0,37.0,12.0,1034.3,0.0,0.0,0.0,1.0,N
1736,2015-01-12 00:00:00,Bronx,21,8.0,10.0,37.0,10.0,1034.6,0.0,0.0,0.0,1.0,N
1743,2015-01-12 01:00:00,Bronx,14,9.0,10.0,37.0,9.0,1034.5,0.0,0.0,0.0,1.0,N
1749,2015-01-12 02:00:00,Bronx,11,10.0,10.0,37.0,9.0,1034.5,0.0,0.0,0.0,1.0,N
1755,2015-01-12 03:00:00,Bronx,4,7.0,10.0,37.0,11.0,1033.9,0.0,0.0,0.0,1.0,N
1762,2015-01-12 04:00:00,Bronx,3,6.0,10.0,37.0,13.0,1033.2,0.0,0.0,0.0,1.0,N
1768,2015-01-12 05:00:00,Bronx,9,7.0,10.0,37.0,14.0,1032.4,0.0,0.0,0.0,1.0,N
1774,2015-01-12 06:00:00,Bronx,14,7.0,10.0,37.0,13.0,1031.9,0.0,0.0,0.0,0.958333333333333,N
1780,2015-01-12 07:00:00,Bronx,30,7.0,10.0,37.0,15.0,1031.7,0.0,0.0,0.0,0.916666666666667,N
1787,2015-01-12 08:00:00,Bronx,42,0.0,10.0,37.0,16.0,1031.3,0.0,0.0,0.0,0.875,N
1794,2015-01-12 09:00:00,Bronx,37,3.0,10.0,36.0,18.0,1030.2,0.0,0.0,0.0,0.833333333333333,N
1801,2015-01-12 10:00:00,Bronx,40,6.0,10.0,36.0,21.0,1029.0,0.0,0.0,0.0,0.791666666666667,N
1808,2015-01-12 11:00:00,Bronx,26,9.0,10.0,37.0,21.0,1028.3,0.01,0.0,0.01,0.75,N
1815,2015-01-12 12:00:00,Bronx,33,4.0,10.0,36.5,22.5,1027.9,0.0,0.01,0.01,0.708333333333333,N
1822,2015-01-12 13:00:00,Bronx,25,3.0,9.1,37.0,23.0,1027.1,0.0,0.0,0.01,0.666666666666667,N
1828,2015-01-12 14:00:00,Bronx,33,3.0,4.0,35.0,27.0,1027.5,0.01,0.0,0.01,0.625,N
1835,2015-01-12 15:00:00,Bronx,36,2.66666666666667,2.83333333333333,35.3333333333333,31.0,1026.8,0.02,0.0,0.02,0.583333333333333,N
1842,2015-01-12 16:00:00,Bronx,44,0.75,2.025,37.0,33.25,1024.9,0.035,0.0,0.04,0.541666666666667,N
1849,2015-01-12 17:00:00,Bronx,39,0.0,0.9,37.0,33.5,1023.0,0.03,0.01,0.075,0.5,N
1856,2015-01-12 18:00:00,Bronx,41,5.2,1.86,37.0,34.0,1021.6,0.05,0.16,0.105,0.458333333333333,N
1862,2015-01-12 19:00:00,Bronx,30,1.0,2.26666666666667,36.3333333333333,33.0,1020.8,0.04,0.01,0.155,0.416666666666667,N
1869,2015-01-12 20:00:00,Bronx,29,2.0,1.96,37.6,34.2,1020.4,0.0475,0.01,0.195,0.375,N
1876,2015-01-12 21:00:00,Bronx,29,3.42857142857143,2.47142857142857,37.5714285714286,34.2857142857143,1020.5,0.0566666666666667,0.02,0.2425,0.333333333333333,N
1883,2015-01-12 22:00:00,Bronx,25,2.25,4.125,37.75,34.25,1020.1,0.0,0.04,0.299166666666667,0.291666666666667,N
1889,2015-01-12 23:00:00,Bronx,29,3.5,5.5,38.0,34.0,1019.6,0.0,0.075,0.299166666666667,0.25,N
1896,2015-01-13 00:00:00,Bronx,17,0.0,5.0,38.0,34.0,1019.6,0.0,0.18,0.299166666666667,0.208333333333333,N
1903,2015-01-13 01:00:00,Bronx,19,5.0,9.1,38.0,34.0,1020.0,0.0,0.095,0.299166666666667,0.166666666666667,N
1909,2015-01-13 02:00:00,Bronx,7,8.0,10.0,38.0,33.0,1020.2,0.0,0.145,0.299166666666667,0.125,N
1915,2015-01-13 03:00:00,Bronx,7,7.0,7.0,37.0,33.0,1021.1,0.01,0.185,0.299166666666667,0.0833333333333334,N
1921,2015-01-13 04:00:00,Bronx,8,7.5,9.55,37.0,32.0,1021.9,0.0,0.2225,0.309166666666667,0.0416666666666666,N
1927,2015-01-13 05:00:00,Bronx,8,7.0,10.0,36.0,31.0,1023.1,0.0,0.259166666666667,0.36,0.0,N
1934,2015-01-13 06:00:00,Bronx,17,5.5,10.0,36.0,30.5,1024.1,0.0,0.01,0.309166666666667,0.0,N
1941,2015-01-13 07:00:00,Bronx,17,8.33333333333333,10.0,36.0,28.6666666666667,1025.0,0.0,0.224166666666667,0.309166666666667,0.0,N
1948,2015-01-13 08:00:00,Bronx,37,10.0,10.0,35.0,26.0,1025.8,0.0,0.194166666666667,0.309166666666667,0.0,N
1955,2015-01-13 09:00:00,Bronx,45,6.0,10.0,35.0,25.0,1026.5,0.0,0.144166666666667,0.309166666666667,0.0,N
1962,2015-01-13 10:00:00,Bronx,21,7.0,10.0,35.0,23.0,1027.9,0.0,0.104166666666667,0.309166666666667,0.0,N
1969,2015-01-13 11:00:00,Bronx,23,8.0,10.0,33.0,19.0,1029.5,0.0,0.0566666666666667,0.309166666666667,0.0,N
1976,2015-01-13 12:00:00,Bronx,21,7.66666666666667,10.0,30.3333333333333,18.0,1030.9,0.0,0.01,0.35,0.0,N
1982,2015-01-13 13:00:00,Bronx,22,11.0,10.0,29.0,17.0,1032.0,0.0,0.01,0.309166666666667,0.0,N
1989,2015-01-13 14:00:00,Bronx,28,8.0,10.0,27.0,16.0,1033.6,0.0,0.01,0.299166666666667,0.0,N
1996,2015-01-13 15:00:00,Bronx,33,16.0,10.0,25.0,12.0,1035.2,0.0,0.01,0.299166666666667,0.0,N
2002,2015-01-13 16:00:00,Bronx,45,13.0,10.0,24.0,9.0,1035.7,0.0,0.01,0.299166666666667,0.0,N
2009,2015-01-13 17:00:00,Bronx,54,10.0,10.0,24.0,5.0,1035.1,0.0,0.01,0.289166666666667,0.0,N
2016,2015-01-13 18:00:00,Bronx,37,5.0,10.0,25.0,5.0,1034.6,0.0,0.0,0.269166666666667,0.0,N
2022,2015-01-13 19:00:00,Bronx,41,0.0,10.0,24.0,4.0,1035.1,0.0,0.0,0.234166666666667,0.0,N
2028,2015-01-13 20:00:00,Bronx,38,9.0,10.0,23.0,2.0,1035.4,0.0,0.0,0.204166666666667,0.0,N
2035,2015-01-13 21:00:00,Bronx,26,9.0,10.0,22.0,4.0,1036.7,0.0,0.0,0.154166666666667,0.0,N
2041,2015-01-13 22:00:00,Bronx,34,9.0,10.0,21.0,3.0,1035.9,0.0,0.0,0.114166666666667,0.0,N
2048,2015-01-13 23:00:00,Bronx,26,14.0,10.0,20.0,2.0,1036.8,0.0,0.0,0.0666666666666667,0.0,N
2054,2015-01-14 00:00:00,Bronx,20,7.0,10.0,19.0,4.0,1037.9,0.0,0.0,0.01,0.0,N
2061,2015-01-14 01:00:00,Bronx,19,8.0,10.0,19.0,3.0,1036.8,0.0,0.0,0.01,0.0,N
2067,2015-01-14 02:00:00,Bronx,7,8.0,10.0,19.0,4.0,1036.9,0.0,0.0,0.01,0.0,N
2073,2015-01-14 03:00:00,Bronx,10,7.0,10.0,18.0,4.0,1037.4,0.0,0.0,0.01,0.0,N
2079,2015-01-14 04:00:00,Bronx,9,7.0,10.0,17.0,2.0,1036.5,0.0,0.0,0.01,0.0,N
2085,2015-01-14 05:00:00,Bronx,10,8.0,10.0,17.0,2.0,1035.4,0.0,0.0,0.0,0.0,N
2091,2015-01-14 06:00:00,Bronx,17,6.0,10.0,17.0,2.0,1034.8,0.0,0.0,0.01,0.0,N
2097,2015-01-14 07:00:00,Bronx,22,9.0,10.0,17.0,3.0,1035.3,0.0,0.0,0.0,0.0,N
2104,2015-01-14 08:00:00,Bronx,57,8.0,10.0,18.0,3.0,1033.7,0.0,0.0,0.0,0.0,N
2111,2015-01-14 09:00:00,Bronx,39,9.0,10.0,17.0,4.0,1033.0,0.0,0.0,0.0,0.0,N
2118,2015-01-14 10:00:00,Bronx,21,7.0,10.0,18.0,3.66666666666667,1033.6,0.0,0.0,0.0,0.0,N
2124,2015-01-14 11:00:00,Bronx,34,7.0,10.0,18.0,6.0,1031.8,0.0,0.0,0.0,0.0,N
2131,2015-01-14 12:00:00,Bronx,40,6.5,10.0,18.0,7.0,1031.2,0.0,0.0,0.0,0.0,N
2137,2015-01-14 13:00:00,Bronx,33,6.66666666666667,10.0,19.6666666666667,8.33333333333333,1031.5,0.0,0.0,0.0,0.0,N
2144,2015-01-14 14:00:00,Bronx,37,6.0,10.0,20.5,9.5,1031.4,0.0,0.0,0.0,0.0,N
2150,2015-01-14 15:00:00,Bronx,42,7.0,10.0,23.0,11.0,1030.3,0.0,0.0,0.0,0.0,N
2157,2015-01-14 16:00:00,Bronx,33,5.0,10.0,25.75,12.75,1029.5,0.0,0.0,0.0,0.0,N
2163,2015-01-14 17:00:00,Bronx,46,8.33333333333333,10.0,28.0,15.3333333333333,1027.8,0.0,0.0,0.0,0.0,N
2169,2015-01-14 18:00:00,Bronx,42,13.0,10.0,30.0,17.0,1026.5,0.0,0.0,0.0,0.0,N
2175,2015-01-14 19:00:00,Bronx,31,9.0,10.0,31.0,19.0,1025.9,0.0,0.0,0.0,0.0,N
2182,2015-01-14 20:00:00,Bronx,34,7.0,10.0,31.0,19.0,1025.4,0.0,0.0,0.0,0.0,N
2188,2015-01-14 21:00:00,Bronx,32,9.0,10.0,32.0,19.0,1024.9,0.0,0.0,0.0,0.0,N
2195,2015-01-14 22:00:00,Bronx,24,5.25,10.0,31.0,18.0,1024.4,0.0,0.0,0.0,0.0,N
2201,2015-01-14 23:00:00,Bronx,14,6.0,10.0,31.0,19.0,1024.5,0.0,0.0,0.0,0.0,N
2208,2015-01-15 00:00:00,Bronx,22,5.0,10.0,31.0,19.0,1024.6,0.0,0.0,0.0,0.0,N
2215,2015-01-15 01:00:00,Bronx,10,6.0,10.0,31.0,19.0,1024.0,0.0,0.0,0.0,0.0,N
2221,2015-01-15 02:00:00,Bronx,7,7.0,10.0,31.0,20.0,1023.5,0.0,0.0,0.0,0.0,N
2227,2015-01-15 03:00:00,Bronx,5,0.0,10.0,30.0,20.0,1023.2,0.0,0.0,0.0,0.0,N
2233,2015-01-15 04:00:00,Bronx,2,0.0,10.0,30.0,19.0,1022.8,0.0,0.0,0.0,0.0,N
2239,2015-01-15 05:00:00,Bronx,9,5.0,10.0,29.0,19.0,1021.7,0.0,0.0,0.0,0.0,N
2245,2015-01-15 06:00:00,Bronx,22,0.0,10.0,28.0,19.0,1021.6,0.0,0.0,0.0,0.0,N
2252,2015-01-15 07:00:00,Bronx,28,0.0,10.0,28.0,18.0,1021.3,0.0,0.0,0.0,0.0,N
2259,2015-01-15 08:00:00,Bronx,48,3.0,10.0,27.0,17.0,1021.6,0.0,0.0,0.0,0.0,N
2266,2015-01-15 09:00:00,Bronx,31,6.0,10.0,27.0,17.0,1020.9,0.0,0.0,0.0,0.0,N
2273,2015-01-15 10:00:00,Bronx,33,3.0,10.0,27.0,17.0,1020.8,0.0,0.0,0.0,0.0,N
2280,2015-01-15 11:00:00,Bronx,40,6.0,10.0,26.0,16.0,1021.1,0.0,0.0,0.0,0.0,N
2287,2015-01-15 12:00:00,Bronx,47,0.0,10.0,25.0,16.0,1021.1,0.0,0.0,0.0,0.0,N
2294,2015-01-15 13:00:00,Bronx,37,5.0,10.0,25.0,16.0,1021.2,0.0,0.0,0.0,0.0,N
2300,2015-01-15 14:00:00,Bronx,33,7.0,10.0,26.0,15.0,1020.8,0.0,0.0,0.0,0.0,N
2307,2015-01-15 15:00:00,Bronx,53,5.0,10.0,27.0,15.0,1020.8,0.0,0.0,0.0,0.0,N
2314,2015-01-15 16:00:00,Bronx,46,6.0,10.0,28.0,14.0,1020.1,0.0,0.0,0.0,0.0,N
2320,2015-01-15 17:00:00,Bronx,42,7.0,10.0,30.0,14.0,1018.3,0.0,0.0,0.0,0.0,N
2326,2015-01-15 18:00:00,Bronx,35,5.0,10.0,32.0,14.0,1016.9,0.0,0.0,0.0,0.0,N
2333,2015-01-15 19:00:00,Bronx,38,5.0,10.0,34.0,13.0,1016.2,0.0,0.0,0.0,0.0,N
2339,2015-01-15 20:00:00,Bronx,40,5.0,10.0,34.0,13.0,1015.5,0.0,0.0,0.0,0.0,N
2346,2015-01-15 21:00:00,Bronx,30,3.0,10.0,34.0,14.0,1015.4,0.0,0.0,0.0,0.0,N
2353,2015-01-15 22:00:00,Bronx,32,9.0,10.0,33.0,14.0,1015.4,0.0,0.0,0.0,0.0,N
2360,2015-01-15 23:00:00,Bronx,36,5.0,10.0,33.0,16.0,1015.4,0.0,0.0,0.0,0.0,N
2367,2015-01-16 00:00:00,Bronx,20,7.0,10.0,33.0,15.0,1015.5,0.0,0.0,0.0,0.0,N
2374,2015-01-16 01:00:00,Bronx,17,9.0,10.0,33.0,16.0,1014.9,0.0,0.0,0.0,0.0,N
2381,2015-01-16 02:00:00,Bronx,15,5.0,9.1,32.0,17.0,1014.2,0.0,0.0,0.0,0.0,N
2387,2015-01-16 03:00:00,Bronx,16,5.0,9.1,32.0,16.0,1014.0,0.0,0.0,0.0,0.0,N
2394,2015-01-16 04:00:00,Bronx,8,6.0,10.0,31.0,15.0,1013.2,0.0,0.0,0.0,0.0,N
2400,2015-01-16 05:00:00,Bronx,11,5.0,10.0,31.0,15.0,1012.8,0.0,0.0,0.0,0.0,N
2407,2015-01-16 06:00:00,Bronx,19,6.5,10.0,32.0,15.0,1011.8,0.0,0.0,0.0,0.0,N
2413,2015-01-16 07:00:00,Bronx,26,8.0,10.0,31.0,14.0,1011.5,0.0,0.0,0.0,0.0,N
2420,2015-01-16 08:00:00,Bronx,49,8.0,10.0,31.0,14.0,1011.0,0.0,0.0,0.0,0.0,N
2427,2015-01-16 09:00:00,Bronx,40,8.0,10.0,31.0,15.0,1010.2,0.0,0.0,0.0,0.0,N
2433,2015-01-16 10:00:00,Bronx,36,8.0,10.0,31.0,15.0,1009.9,0.0,0.0,0.0,0.0,N
2440,2015-01-16 11:00:00,Bronx,35,8.0,10.0,31.0,15.0,1010.0,0.0,0.0,0.0,0.0,N
2446,2015-01-16 12:00:00,Bronx,30,6.0,10.0,31.0,16.0,1010.1,0.0,0.0,0.0,0.0,N
2453,2015-01-16 13:00:00,Bronx,36,10.0,3.0,31.0,17.0,1010.5,0.0,0.0,0.0,0.0,N
2460,2015-01-16 14:00:00,Bronx,46,6.0,8.0,33.0,18.0,1011.0,0.0,0.0,0.0,0.0,N
2467,2015-01-16 15:00:00,Bronx,68,10.0,9.1,35.0,18.0,1011.4,0.0,0.0,0.0,0.0,N
2474,2015-01-16 16:00:00,Bronx,42,7.0,9.1,37.0,18.0,1010.6,0.0,0.0,0.0,0.0,N
2481,2015-01-16 17:00:00,Bronx,38,9.0,10.0,39.0,19.0,1009.7,0.0,0.0,0.0,0.0,N
2488,2015-01-16 18:00:00,Bronx,52,11.0,10.0,42.0,15.0,1009.2,0.0,0.0,0.0,0.0,N
2494,2015-01-16 19:00:00,Bronx,58,15.0,10.0,43.0,15.0,1009.5,0.0,0.0,0.0,0.0,N
2501,2015-01-16 20:00:00,Bronx,45,10.0,10.0,39.0,17.0,1011.2,0.0,0.0,0.0,0.0,N
2508,2015-01-16 21:00:00,Bronx,53,6.0,10.0,36.0,16.0,1012.5,0.0,0.0,0.0,0.0,N
2515,2015-01-16 22:00:00,Bronx,55,15.0,10.0,33.0,11.0,1014.0,0.0,0.0,0.0,0.0,N
2522,2015-01-16 23:00:00,Bronx,41,8.0,10.0,30.0,9.0,1016.4,0.0,0.0,0.0,0.0,N
2529,2015-01-17 00:00:00,Bronx,52,10.0,10.0,28.0,2.0,1018.3,0.0,0.0,0.0,0.0,N
2536,2015-01-17 01:00:00,Bronx,36,11.0,10.0,26.0,0.0,1019.5,0.0,0.0,0.0,0.0,N
2542,2015-01-17 02:00:00,Bronx,28,18.0,10.0,24.0,0.0,1020.5,0.0,0.0,0.0,0.0,N
2549,2015-01-17 03:00:00,Bronx,32,10.0,10.0,22.0,0.0,1021.9,0.0,0.0,0.0,0.0,N
2555,2015-01-17 04:00:00,Bronx,25,9.0,10.0,20.0,1.0,1023.6,0.0,0.0,0.0,0.0,N
2561,2015-01-17 05:00:00,Bronx,18,11.0,10.0,20.0,1.0,1023.9,0.0,0.0,0.0,0.0,N
2567,2015-01-17 06:00:00,Bronx,10,10.0,10.0,19.0,1.0,1023.7,0.0,0.0,0.0,0.0,N
2573,2015-01-17 07:00:00,Bronx,11,3.0,10.0,19.0,1.0,1024.5,0.0,0.0,0.0,0.0,N
2580,2015-01-17 08:00:00,Bronx,19,5.0,10.0,18.0,1.0,1025.7,0.0,0.0,0.0,0.0,N
2586,2015-01-17 09:00:00,Bronx,55,7.0,10.0,18.0,1.0,1026.3,0.0,0.0,0.0,0.0,N
2593,2015-01-17 10:00:00,Bronx,40,10.0,10.0,18.0,1.0,1027.5,0.0,0.0,0.0,0.0,N
2600,2015-01-17 11:00:00,Bronx,32,8.0,10.0,18.0,2.0,1028.8,0.0,0.0,0.0,0.0,N
2606,2015-01-17 12:00:00,Bronx,45,6.0,10.0,17.0,1.0,1028.7,0.0,0.0,0.0,0.0,N
2612,2015-01-17 13:00:00,Bronx,41,7.0,10.0,17.0,1.0,1028.7,0.0,0.0,0.0,0.0,N
2619,2015-01-17 14:00:00,Bronx,44,3.0,10.0,17.0,1.0,1029.1,0.0,0.0,0.0,0.0,N
2626,2015-01-17 15:00:00,Bronx,46,5.0,10.0,20.0,1.0,1028.8,0.0,0.0,0.0,0.0,N
2632,2015-01-17 16:00:00,Bronx,50,3.0,10.0,21.0,1.0,1029.0,0.0,0.0,0.0,0.0,N
2639,2015-01-17 17:00:00,Bronx,52,6.0,10.0,24.0,1.0,1028.3,0.0,0.0,0.0,0.0,N
2646,2015-01-17 18:00:00,Bronx,53,7.0,10.0,26.0,2.0,1027.9,0.0,0.0,0.0,0.0,N
2652,2015-01-17 19:00:00,Bronx,58,5.0,10.0,27.0,-1.0,1027.3,0.0,0.0,0.0,0.0,N
2659,2015-01-17 20:00:00,Bronx,68,7.0,10.0,29.0,0.0,1027.2,0.0,0.0,0.0,0.0,N
2666,2015-01-17 21:00:00,Bronx,50,5.0,10.0,29.0,-1.0,1026.6,0.0,0.0,0.0,0.0,N
2672,2015-01-17 22:00:00,Bronx,67,7.0,10.0,28.0,6.0,1026.8,0.0,0.0,0.0,0.0,N
2678,2015-01-17 23:00:00,Bronx,59,9.0,10.0,28.0,11.0,1026.2,0.0,0.0,0.0,0.0,N
2685,2015-01-18 00:00:00,Bronx,55,7.0,10.0,29.0,12.0,1025.7,0.0,0.0,0.0,0.0,N
2692,2015-01-18 01:00:00,Bronx,53,3.0,10.0,30.0,14.0,1025.7,0.0,0.0,0.0,0.0,N
2699,2015-01-18 02:00:00,Bronx,54,6.0,10.0,31.0,14.0,1025.7,0.0,0.0,0.0,0.0,N
2706,2015-01-18 03:00:00,Bronx,46,3.0,10.0,30.0,13.0,1025.2,0.0,0.0,0.0,0.0,N
2712,2015-01-18 04:00:00,Bronx,30,7.0,10.0,31.0,16.0,1024.7,0.0,0.0,0.0,0.0,N
2719,2015-01-18 05:00:00,Bronx,26,5.0,10.0,31.0,19.0,1023.8,0.0,0.0,0.0,0.0,N
2725,2015-01-18 06:00:00,Bronx,13,3.0,10.0,33.0,21.0,1023.0,0.0,0.0,0.0,0.0,N
2732,2015-01-18 07:00:00,Bronx,11,7.0,10.0,34.0,23.0,1022.8,0.0,0.0,0.0,0.0,N
2739,2015-01-18 08:00:00,Bronx,14,0.0,10.0,33.0,23.0,1022.0,0.0,0.0,0.0,0.0,N
2745,2015-01-18 09:00:00,Bronx,38,5.0,10.0,34.0,25.0,1020.9,0.0,0.0,0.0,0.0,N
2752,2015-01-18 10:00:00,Bronx,46,3.0,10.0,35.0,26.0,1020.4,0.0,0.0,0.0,0.0,N
2759,2015-01-18 11:00:00,Bronx,45,4.0,10.0,34.5,26.0,1019.9,0.0,0.0,0.0,0.0,N
2766,2015-01-18 12:00:00,Bronx,53,6.0,8.0,34.0,27.0,1019.0,0.0,0.0,0.0,0.0,N
2773,2015-01-18 13:00:00,Bronx,62,3.66666666666667,3.93333333333333,33.6666666666667,30.0,1018.0,0.015,0.0,0.0,0.0,N
2779,2015-01-18 14:00:00,Bronx,51,4.0,1.4,34.0,30.5,1017.1,0.075,0.0,0.0,0.0,N
2786,2015-01-18 15:00:00,Bronx,60,4.2,0.94,35.2,32.2,1016.0,0.075,0.0,0.0,0.0,N
2793,2015-01-18 16:00:00,Bronx,53,0.0,0.8,36.0,33.5,1015.1,0.17,0.0,0.0,0.0,N
2799,2015-01-18 17:00:00,Bronx,49,3.0,0.3,36.0,34.0,1013.5,0.28,0.0,0.0,0.0,N
2806,2015-01-18 18:00:00,Bronx,55,3.2,0.88,36.6,33.8,1011.8,0.125,0.86,0.0,0.0,N
2813,2015-01-18 19:00:00,Bronx,57,5.5,0.65,38.5,36.5,1010.4,0.17,0.0,0.0,0.0,N
2820,2015-01-18 20:00:00,Bronx,38,1.5,0.333333333333333,39.1666666666667,36.6666666666667,1009.1,0.198,0.0,0.0,0.0,N
2826,2015-01-18 21:00:00,Bronx,44,1.5,1.875,40.25,37.75,1008.5,0.14,0.0,0.015,0.0,N
2833,2015-01-18 22:00:00,Bronx,36,4.5,2.375,41.25,38.25,1006.9,0.0975,0.0,0.09,0.0,N
2840,2015-01-18 23:00:00,Bronx,40,3.25,2.95,42.0,39.0,1006.1,0.0733333333333333,0.015,0.165,0.0,N
